0 0.2
1 -2.1999999999999997
2 -1.694736842105263
3 -1.3870333272627937
4 -1.208028569711562
5 -1.108693684042819
6 -1.0557123177034922
7 -1.0282285802982716
8 -1.014211831648801
9 -1.0071308965775585
10 -1.0035717706862572

